Ticker,EPS,BVPS,GrahamNumber,ClosingPrice
A,-0.30751077725547815,7.991902834008097,,32.75
AABA,0.10523951972836551,5.3666100912565184,3.564763392274136,33.84
AAPL,0.005614971010551538,0.32095444785431604,0.20136626631393625,53.61
ABI,,,,9.77
ABKFQ,,,,0.1531
ABT,0.480063213119506,9.187747077583891,9.96196447124618,42.4
ACS,,,,59.64
ACV,,,,24.98
ADBE,0.20906612818214587,4.230442740639808,4.460936156945221,29.85
ADCT,,,,29.65
ADI,0.26516538141911233,10.336587732657655,7.853048302780354,37.14
ADM,0.25743144146287533,13.268677572494612,8.76669452304298,24.66
ADP,0.4217045854744747,9.92326346786766,9.703372012532572,43.04
ADSK,0.14998511600613965,3.114473108876257,3.2419598604838056,46.44
AEE,0.8012639642046714,31.67811579980373,23.897844766765495,53.49
AEP,0.2961925381214629,23.097686375321338,12.40687925811318,39.7
AES,-0.3910274583459259,2.213032787429434,,16.43
AET,0.5890708499161404,16.15845818256609,14.634402127730363,86.14
AFL,0.27569628650248734,7.997091240358241,7.043244142455776,45.3
AGN,,,,36.61
AIG,17.88030935157315,687.5779745860608,525.9442983823045,61.96
AIV,0.30712664813464985,21.16504854368932,12.093712596993745,38.78
ALL,0.8029058463784542,29.65638362858888,23.146357930597127,55.29
ALTR,,,,18.31
AMAT,0.11510578786939642,5.562372194408591,3.7955075763137462,16.96
AMCC,-0.14781872961695486,3.062108126131898,,12.0
AMD,-0.27487112311310224,7.453781091410312,,25.2
AMGN,0.32183715513101296,16.65044606650446,10.980504285249772,79.67
AN,0.4267665095787393,17.581422018348626,12.993119234215174,19.97
AON,0.484858753985293,16.295289257545065,13.333062552091048,32.08
APA,1.1702951885683381,29.468300482915275,27.855856315772094,75.22
APC,2.475078395532839,0.0,0.0,95.75
APD,0.6393492746849745,20.61036036036036,17.218810246829708,55.14
APOL,0.448726350760878,3.800091390479262,6.194112180100614,7.57
ARNC,,,,6.92
ASH,2.652236498307886,52.11939425526906,55.76954001562382,55.24
ASO,,,,12.99
AT,-0.21366847826086902,2.406277173913043,,10.92
ATI,-0.1415090821601788,7.541766706979082,,30.98
AVP,0.576533898804813,1.8933901918976541,4.955913806666215,27.0
AVY,0.6801198238295312,15.481037924151696,15.391608677380923,52.39
AXP,0.6568459084815366,8.056956875508543,10.912104795410661,57.44
AYE,,,,45.76
AZO,1.6462111208431607,5.105329816681464,13.751368702618187,83.25
BA,0.5453454312893568,11.968753969262035,12.118575376077693,67.95
BAC,0.945837655131418,25.310874217268378,23.208823821495486,42.1
BAX,0.28525831259993795,7.035369774919614,6.719761787926632,39.87
BBBY,0.3629873922326994,8.437717035923887,8.301364967492832,40.18
BBY,0.3825945431505673,9.818811074918568,9.193695100096015,43.53
BC,0.6008249675171929,20.32415902140673,16.57568698837688,37.73
BCR,,,,66.03
BDX,0.5695809049377945,13.264838694012788,13.038269578888439,52.43
BEAM,,,,18.75
BEN,0.23878299454581425,7.50840892916811,6.351362711149401,83.96
BHGE,,,,37.25
BIG,0.1076968446204934,9.521254989226803,4.803301487649331,10.99
BIIB,-0.08194192377870578,20.199405115648847,,39.48
BJS,,,,29.43
BK,0.39819749033033375,12.625492772667542,10.635665920188053,29.41
BMS,0.3835556880715506,12.776365193333772,10.50047949917561,24.7
BMY,0.345582633119847,5.769585253456221,6.697913140503086,24.06
BR,,,,19.51
BRCM,,,,57.49
BSX,0.19377318696388912,4.785613383789148,4.567798160105364,23.37
BUD,,,,38.5
