Ticker,EPS,BVPS,GrahamNumber,ClosingPrice
A,0.7676618198269666,17.130434782608695,17.201266425528164,118.77
AAL,-1.5463884643895633,-12.950029676510658,,12.68
AAP,1.992189213452119,47.13406337069915,45.964653640038435,173.09
AAPL,1.1634611824496466,3.59507503119017,9.701104604767108,136.72
ABBV,1.2420379712342668,8.278531073446327,15.210214450605884,153.16
ABMD,1.0527155209834176,33.706988480526604,28.255744082024126,247.51
ABT,0.829989375849195,20.836905331759954,19.72623192974433,108.65
ACN,2.2539129352536356,33.80341819408511,41.40379371841814,277.65
ADBE,2.4682199576343655,29.62923728813559,40.564247596761405,366.06
ADI,0.9072597892366184,71.02203801902866,38.07620494477789,146.09
ADM,1.0825661019539583,43.09717314487632,32.39983983873038,77.6
ADP,1.5352047954946013,7.756854256854258,16.368814761435715,210.04
ADSK,0.7238636759962043,3.138248847926267,7.149297015311514,171.96
AEE,0.9044630459393713,38.264910921766074,27.90532122033777,90.36
AEP,1.1213229562409774,46.83586952636512,34.37525349283929,95.94
AES,-0.017381790274107238,4.483532934131737,,21.01
AFL,1.5472019278550442,41.184191838078874,37.86430869173662,55.33
AIG,1.2451967838184232,57.33234889367766,40.07837659076489,51.13
AIZ,2.8922101966902405,81.66853671506793,72.90101459727458,172.85
AJG,1.0821696837632435,41.90627973358706,31.943205434916415,163.04
AKAM,0.8620013751050214,26.74663517414614,22.7761238304456,91.33
ALB,1.017594129136751,51.959518767717476,34.491423254818045,208.98
ALGN,3.0914167734269933,45.90957331462466,56.50952629980547,236.67
ALK,-0.045753129973313926,30.02141564527473,,40.05
ALL,2.6311231607818804,73.46603360116873,65.9485337753868,126.73
ALLE,1.1233969409894324,8.838452787258248,14.946723505384796,97.9
AMAT,1.2976911987684487,13.187927107061503,19.622991134859006,90.98
AMCR,0.12090629252359524,2.784801613987895,2.7524081942223817,12.43
AMD,0.4401637694330889,33.323557058162265,18.166617900062867,76.47
AME,1.028780681816899,30.204654498044327,26.44171351467588,109.89
AMGN,2.8969511433591344,4.521495327102803,17.16733522695726,243.3
AMP,4.651504296268723,38.325912733748886,63.333607382950284,237.68
AMT,1.2605725945495438,15.167968582698515,20.741439776028333,255.59
AMZN,0.42718853848654403,12.958777120315581,11.160484927569716,106.21
ANET,0.6803354558109457,13.05864634201999,14.138452974278072,93.74
ANSS,1.2719563705419004,51.18050367237158,38.271866600759935,239.29
AON,1.9156735548750097,3.20675105485232,11.75667828679015,269.68
AOS,0.650321681071177,11.360543291158073,12.893028009246917,54.68
APA,-0.8336688059294027,1.7126099706744862,,34.9
APD,2.3102202778616165,61.45900900900901,56.52111640415977,240.48
APH,0.5903970659777503,10.84250251593425,12.001295248782068,64.38
APTV,0.9582802085956287,29.893330380541098,25.387776677672402,89.07
ARE,0.9711163094549206,106.18377196243154,48.167705331721855,145.03
ATO,1.261014859127886,66.25754033785861,43.35797752599125,112.1
ATVI,0.6586326731051232,23.335038363171357,18.59589795138402,77.86
AVB,1.566883505663866,78.19228135820472,52.50389898316106,194.25
AVGO,3.2099527435592257,51.317464288056804,60.879793806228406,485.81
AVY,1.9500018861653041,23.563016596276956,32.153201289232456,161.87
