Ticker,EPS,BVPS,GrahamNumber,ClosingPrice
A,0.3682270691785287,14.941176470588236,11.12606293760231,67.6
AAL,1.6297641506560958,8.22776188530173,17.369787149472668,52.99
AAP,1.484716046768639,43.738485906912516,38.224765760767355,106.09
AAPL,0.5763975698256939,6.855191314009705,9.428923656331166,172.26
ABBV,0.7442333502688225,3.193609022556391,7.312850518223544,98.41
ABT,0.3694623441460711,17.720208906173553,12.136983695619838,58.79
ACN,1.4485879852147765,14.78013143200857,21.948398991197852,153.84
ADBE,0.5868148322495417,17.191082038902028,15.065841936780169,177.7
ADI,0.5751263600098608,27.531110045435703,18.874904235992904,90.28
ADM,0.7021174070444631,32.87791741472172,22.790207497860663,40.09
ADP,0.8896929237114981,8.91352299160179,13.357833373971122,115.99
ADSK,-0.4316077120711866,0.48861566484517305,,107.12
AEE,0.587862261398947,29.612530915086563,19.79095781571733,58.39
AEP,0.7459586234346988,37.14850897236539,24.97004483081154,72.41
AES,-0.21138583092728927,3.7348484848484853,,10.88
AET,1.5185757117880192,47.674418604651166,40.360095623639914,180.69
AFL,0.9637238876550901,31.065205694628965,25.95402315757115,87.97
AGN,2.5359543914743834,222.75497887748944,112.73939198616843,170.32
AIG,-0.46628323800422444,71.77805536697569,,59.5
AIV,0.215637414270147,10.694533762057878,7.203345484126548,43.45
AIZ,1.6384261691494069,79.05723845139262,53.9852997364796,99.23
AJG,0.5598853783636414,22.675902296755382,16.90141674789444,62.17
AKAM,0.4172321033556895,19.540474296256686,13.544022548780944,65.56
ALB,0.6903653609456912,33.25082797936838,22.72647018002783,131.53
ALGN,0.5809905946321141,14.36525974025974,13.703533046886529,224.62
ALK,1.7104525881976742,28.11622023282538,32.89464831124312,75.01
ALL,1.6351586607557413,63.07972027972028,48.17437488958491,101.92
ALLE,0.556829111432614,4.263932702418507,7.308990477669514,79.91
ALXN,0.40690387742671646,39.82579489476041,19.094988431425683,124.05
AMAT,0.4920626403036286,8.786654135338345,9.863095115051923,53.04
AMD,-0.11940881483438641,0.633156790014866,,10.98
AME,0.6342406208839032,17.453018156606145,15.781691738173642,72.75
AMG,2.449747157297855,0.0,0.0,203.04
AMGN,1.8311362641604663,34.863259668508285,37.89968375833223,177.0
AMP,2.179569782551828,39.72185430463576,44.13584088198029,169.91
AMT,0.5567026858636673,14.554514910913392,13.502114453034247,141.13
AMZN,0.049034076925333854,2.7918346941782892,1.7550322891719023,1189.01
ANDV,,,,114.77
ANSS,0.7444581823968304,26.559965467081376,21.092359549450236,148.55
