Ticker,EPS,BVPS,GrahamNumber,ClosingPrice
A,0.41902701082130733,12.919540229885058,11.036612581928077,44.51
AABA,0.1827437844548219,10.543475274781766,6.584221889710122,15.22
AAPL,0.21764793489779186,3.921072661151197,4.381985938348537,599.55
ABT,0.8089483221154988,16.17759568032537,17.159658354200946,61.29
ACN,0.7766533654572308,6.912417560324069,10.990560865470213,64.5
ADBE,0.3322726362918493,12.11762776914108,9.518036184016959,34.31
ADI,0.5430679240052517,12.903256679248324,12.556482724011188,40.4
ADM,0.5907509256802743,27.72356495468278,19.196320932748062,31.66
ADP,0.6765809760792797,13.272851456245453,14.214554965122593,55.19
ADSK,0.15141395889374,8.254712845243315,5.30304364560195,42.32
AEE,0.2996646567105063,30.634789777411378,14.371975669546844,32.58
AEP,0.7967360103302681,30.705120205492157,23.461397801661143,38.58
AES,0.11938937586502349,8.471279373368146,4.770331962893681,13.07
AET,1.0699551589432545,29.400513845275476,26.604279880266244,50.16
AFL,0.5426635579361911,14.641962535979754,13.3707643166433,45.99
AGN,,,,67.06
AIG,-6.838257646110677,55.145250840154695,,30.83
AIV,-0.1343247839285653,7.37382378100941,,26.41
AIZ,1.0394897801739698,55.9280261886391,36.167302388882014,40.5
AKAM,0.24207485271416504,12.357893624286401,8.204239378304372,36.7
ALL,0.4929399497440002,38.464006416683375,20.654539967639998,32.92
ALTR,,,,18.31
AMAT,0.17653941615045957,6.65896843725943,5.142988819913733,12.445
AMD,0.13176730915370358,1.4332425068119892,2.061365188646786,8.02
AMGN,1.155831810185988,23.860935524652337,24.910492503246022,67.97
AMP,0.9779129927313597,40.101187857457106,29.70434537521047,57.13
AMT,0.23949678346968917,8.832445951236178,6.89892773541992,63.02
AMZN,0.024355996350769158,0.8025386313465781,0.6631735289271141,202.51
AN,0.39276953417032406,12.034535686876438,10.312757970254053,34.31
ANDV,,,,26.84
ANF,0.30450898845537544,21.686473143070064,12.189496913290595,49.61
ANRZQ,,,,15.21
AON,0.6670591152089437,25.284705848356698,19.480601992989655,49.06
APA,1.6741729363442839,77.18181818181819,53.91988039212918,100.44
APC,0.21120368283044383,40.63927855711423,13.896806079951725,78.34
APD,1.2194762769872074,29.666982472761724,28.530844362634706,91.8
APH,0.16488510371238368,3.4553823076431343,3.580387420187606,59.77
APOL,1.2574190364032478,8.493208562844266,15.501266008262926,7.57
ARG,0.9251874357082008,22.853498028360274,21.81134585143645,88.97
ARNC,,,,6.92
ATGE,0.9144588745748687,20.906896551724138,20.74044803179802,33.87
ATI,0.2841893731793402,23.748819641170915,12.322992687265753,41.17
AVB,0.720820634800886,46.080223737530424,27.337711368011487,141.35
AVP,66227.75865228906,3.793415256202179,2377.5326025635395,19.36
AVY,-0.17898254690586637,15.670433145009417,,30.13
AXP,0.8073115978655122,17.24137931034483,17.696926945373793,57.86
AZO,4.178844531999032,-32.98093225732543,,371.8
BA,0.9880710629494356,6.700879765395895,12.205378786873002,74.37
BAC,0.07525273057942801,21.828090234802726,6.07939358438148,9.57
BAX,0.9329229236685972,12.0304114490161,15.891115410628858,59.78
BBBY,0.7835378656883789,17.12251294273766,17.374207551523668,65.77
BBY,0.22058448554834986,10.943892460549387,7.369951830704316,23.68
BCR,,,,98.72
BDX,1.3767961856830562,21.684710259366554,25.91808429237407,77.65
BEAM,,,,18.75
BEN,0.5918443752737854,13.50393006993007,13.409886791450537,124.03
BHGE,,,,37.25
BIG,0.7234952728241056,12.834939195509822,14.45459792889668,43.02
BIIB,1.0598956190893836,26.30154658524988,25.04456258396397,126.0
BK,0.28787187526116054,28.477357569239764,13.58128058518939,24.13
BKNG,3.6509861597515334,52.01314548337247,65.36615080767,717.5
BLK,2.381985789524302,140.77415101066777,86.86049512231997,204.9
BMS,0.4174047130747255,15.763435295921497,12.167332254945515,32.29
BMY,0.8301757331992274,9.68405453467694,13.449461296182143,33.75
BRCM,0.2996709016108619,12.398198198198198,9.14308660842141,57.49
BRK.B,,,,81.15
BSX,-0.06400619671764654,7.885413783559369,,5.98
BTUUQ,,,,7.75
BWA,0.38456233447008237,12.257885998893194,10.298700318319606,84.34
BXP,0.40046051603590216,33.457271323891256,17.362664344482685,104.99
C,0.7599021595576964,62.13519239969927,32.59409463390492,36.55
CA,,,,25.195
CAG,0.4339890663426876,12.365194303644701,10.988315632850895,26.26
