Ticker,ClosingPrice,EPS,BVPS,GrahamNumber
EFX,25.25,0.35085586205183616,1.872099882763204,3.8443253517119973
EHC,49.41,0.5103503822419045,42.36053199323729,22.05495540986604
EIX,16.56,0.439852448425318,19.414464,13.861411880413439
EMC,25.15,,,
EMN,45.5,0.3202915945788994,11.232941143432527,8.997270374364712
EMR,53.13,0.3595240572938939,7.174625468164794,7.618243583810573
EP,0.055,-0.092208401862877,1.684840645590525,
ETN,78.0,0.3941928300358427,9.132373113854594,8.999895002754512
ETR,20.19,0.5670897714280477,31.918383132943543,20.18076419247573
EXC,36.88,-0.022452738049872134,5.613259668508287,
F,45.94,1.9961469502134817,14.999794154624713,25.955545659851634
FCX,12.06,0.11992697778893607,1.9719847758844051,2.3067550638063428
FDC,15.75,,,
FDX,38.81,0.44525248637087544,15.996789655172414,12.659333840220103
FE,20.63,0.5305092097968975,20.960401851827147,15.817488423493806
FITB,63.0,0.31495751389546744,8.952620905794875,7.965120371036409
FMC,56.5,0.2855556482129595,3.074424342105263,4.4444552880595305
FMCC,44.19,0.6624703746031787,17.104909247035913,15.967424708444323
FNMA,56.56,0.8547354214112194,18.13215554678247,18.673762376082387
FWLT,6.75,,,
G,16.75,,,
GAS,18.38,,,
GD,49.75,,,
GE,155.63,1.9300085992765696,36.06727456940223,39.575603300604875
GIS,36.19,0.2058170765729046,0.057720156516238005,0.5170061529167795
GLW,194.0,0.1346457033712966,2.009535552815454,2.4673761122020785
GP,0.249,,,
GPC,23.88,0.5041329315862413,12.496928281308337,11.905987759580347
GPS,49.81,0.23012203454828214,2.509552708473814,3.6046949856129693
GRA,12.875,-0.030789867310476077,2.046920821114369,
GT,23.31,0.7597167150292948,23.25015994881638,19.935634944865946
GTE,2.69,,,
GWW,54.25,0.5540711410046716,16.168939895034082,14.19759546439972
H,28.0,,,
HAL,41.13,0.12620687896726585,5.160633484162896,3.828108870503651
HAS,16.69,,,
HBAN,22.38,0.35397265792605825,9.310262270070803,8.611069117062486
HCA,31.02,0.12773954773069213,10.102283400119665,5.388448295475953
HCR,2.15,,,
HD,64.5,0.18325450383446665,5.249255635899617,4.652297183519546
HES,64.63,0.05838129194348672,11.970534069981584,3.9653805612864708
HI,23.15,,,
HIG,52.75,1.1527689694814556,26.29749768303985,26.116778789514285
HLT,21.5,,,
HNZ,46.75,,,
HON,52.69,0.5905836075459304,11.313833992094862,12.26130947819649
HPC,19.52,,,
HPQ,132.6,0.38824153095035757,9.662662662662663,9.18735850324797
HRB,44.75,0.12867416132871892,2.280602463182674,2.5695775350571592
HSH,18.0,,,
HSY,48.75,,,
HUM,7.313,,,
IBM,118.37,0.8972815142552926,10.982444294395679,14.890357468870398
IFF,35.06,0.4505358473756343,7.577313358397913,8.76422581475521
IKN,16.55,,,
INTC,131.9,,,
IP,42.749999,0.11695484535962283,25.463119709794437,8.185706605463752
IPG,47.25,0.2586756638599731,5.49482448805309,5.655173814784681
IR,21.1,,,
ITT,31.06,1.2956148940471475,12.712278905761247,19.250452006918618
ITW,55.25,0.3338719206566757,8.246242676544327,7.870625757455709
JAVA,50.0003,,,
JCI,50.13,1.172009765440681,117.61300391181605,55.69093961649311
JNJ,70.25,0.31621080395630724,5.3437705998681615,6.165999914426188
JPM,87.19,0.878300793535102,19.6387318751536,19.70015381346898
JWN,29.5,0.17011698631700264,4.5198084723535334,4.159346632712146
K,25.75,0.29067208377692394,2.110234278668311,3.7149952070433776
KATE,45.81,,,
KBH,21.44,0.3254845519586444,8.091744409544795,7.6979932828856406
KEY,19.0,0.5877013091923515,14.69556439748865,13.939998378902462
KLAC,84.25,0.10665740925259361,7.961184832578005,4.37094787758168
KMB,56.06,0.5958241313235686,10.504364101276424,11.866842728980773
KMG,6.375,0.09955779717976093,2.038912052113033,2.137116242138431
KO,46.94,0.15613030978379192,1.800566343042071,2.5150083639666345
KR,17.56,0.09092094458668777,1.572684642438452,1.7936762242997843
KSS,102.5,0.15655224981398377,5.029850790808714,4.209189386855783
KSU,85.94,0.9648297686087747,28.46057594498006,24.856412559499013
L,50.0,0.20475584419306256,16.1444365213096,8.62424048256983
LEG,21.5,0.32101258800822574,8.497987927565392,7.834483052093136
LLY,62.63,0.37338659659676043,5.220049674625191,6.6222860929344
LMT,20.44,0.5611593030448133,16.726943942133815,14.53257735586992
LNC,33.5,0.7914425435830429,22.439090139761806,19.9895757323111
LOW,58.38,0.08169567469618047,3.050988304093567,2.3681601149086786
LPX,13.88,0.12951493681338896,13.33045148895293,6.232662601282692
LSI,20.25,0.3630727801254037,16.691562286508752,11.677142984907702
LU,12.85,,,
LUV,20.81,0.13263120590057093,3.7724072409051193,3.355238550976526
LXK,30.64,,,
M,42.25,0.40305990696183996,14.918032786885245,11.631395892606873
MAR,31.5,0.19253411184490388,5.395772255786139,4.834726458359982
MAS,20.5,0.317587446937932,7.627425287356321,7.382643617548501
MAT,10.5,0.11869191699351414,4.099972972655378,3.3089661775676142
MBI,52.06,0.6291756389960639,24.666222614339212,18.686524380885032
MCD,37.38,0.31683157404311085,7.005433973500074,7.066803388752233
MCK,21.0,0.4297193295501434,12.617834394904458,11.045264373134957
MCO,21.5,0.20247675378846558,-1.030985391271982,
MDR,9.188,,,
MDT,51.44,0.14218825231575477,3.448760884125921,3.321656042141938
MEA,3.5,,,
MER,93.56,,,
MIL,7.25,,,
MIR,9.95,,,
MMC,110.3,0.3396132651566902,8.300373134328359,7.964020875084571
MMM,88.56,0.5257703391396557,7.868996731204425,9.648259651420007
MO,20.75,0.6851806431947602,6.5455699361383015,10.045406956698637
MRK,62.13,0.5606828284645454,5.221877022653722,8.116395599433218
MRO,26.06,0.21516693927886532,7.988709760098422,6.218954102340719
MS,82.88,0.8294550513102793,16.28195440375842,17.431748616289877
MSFT,106.25,0.16465125619397564,3.8195430984833942,3.761659581644413
MSI,146.0,,,
MTG,43.62,0.9061924160347927,18.210683797482524,19.269240509992674
MU,126.0,0.05395338119874226,8.752958579881657,3.2597029764590557
MWV,33.38,,,
NAV,40.13,1.2894354696666137,21.038338658146966,24.70567853743634
NC,47.94,2.1548842601064466,69.51956453730861,58.05728934677595
NEE,46.06,0.10874164923990225,2.0654411764705882,2.247996507691205
NEM,22.44,-0.1310889400462884,7.596017655304669,
NKE,39.63,0.05720119096230462,1.4313312212818121,1.35726255259405
NOC,52.94,0.6930749999172214,24.38483547925608,19.500299909866886
NRTLQ,0.025,,,
NSC,14.25,0.336481888669291,14.54,10.491904015866641
NSI,25.1017,,,
NSM,14.2,,,
NTAP,82.75,0.02921214978200642,1.382894649385177,0.9533833576730499
NTRS,67.56,0.411415481738656,10.17905397167147,9.707005658362286
NUE,50.0,,,
NWL,24.81,0.37587745423809943,8.40267971495189,8.42991707259154
NYT,42.94,0.38707912334545,8.034158186864016,8.364910963379996
ODP,11.56,1.689769655579429,57.98442545696142,46.95271301267976
OI,16.88,0.33267852556830024,16.133301497424704,10.989179518099714
OKE,25.0,0.2613771464780933,10.143868408453594,7.723726174855292
OMC,93.63,0.22668752061370334,4.287618887481861,4.676416163703176
OMX,49.99,,,
ONE,14.27,,,
ORCL,78.06,0.053600470631397536,0.7066999321375881,0.9231942382561792
OXY,20.75,0.07326143119954086,5.055691388209725,2.8868168807663146
PAYX,52.38,0.0875923949255187,1.424094777914805,1.6753050839968984
PBI,44.69,0.5318312445972435,5.672148284998537,8.238572561062691
PBY,25.09,,,
PCAR,50.0,0.19494214560135126,3.62182288108214,3.9857287008889544
PCG,21.0,0.32405677937837,21.79224376731302,12.605288471111473
PCH,43.0,0.3103082042259416,31.074290281107753,14.729516703929526
PCS,27.4,,,
PD,38.25,,,
PEG,29.63,0.23458571511958415,9.649459195978507,7.136635687432277
PEP,34.88,0.33938277009866347,4.487586206896552,5.853863028286952
PFE,36.56,,,
PG,56.75,0.3477146189338583,4.691019786910198,6.058099004339153
PGN,12.5,,,
PGR,76.06,0.09665532922012855,3.106023290777256,2.599001410936114
PH,41.31,0.4932955689123488,12.464588277663244,11.762072042288379
PHM,20.88,0.1599992448342071,6.418950252951096,4.807089747941228
PLL,15.71,,,
PNC,45.06,0.9542713588588687,20.688591983556012,21.076217465737432
PNW,28.19,0.6353990032951411,26.318643187612125,19.397522834462833
PPG,52.31,0.4837528158092853,9.009190120620334,9.902523643130262
PPL,20.94,0.10726542297023034,6.38148325991496,3.924478471551985
PSFT,0.5,,,
PTC,21.06,0.3146812900114699,5.760576923076923,6.386452848858541
PX,12.08,,,
QCOM,149.3,0.10254594049758355,3.8079763622007263,2.9641325278612136
R,22.69,0.8341030789220252,20.228364195952018,19.4841517467785
RDC,29.44,,,
RF,22.81,0.55733508933802,14.19675539825249,13.342708630911082
RIG,51.31,0.4345944619859892,18.765256741516893,13.545985560164718
RLM,6.74,,,
ROH,51.58,,,
ROK,41.81,0.35233389687042577,14.532981530343008,10.733610546035417
RRD,20.94,1.3498989655648488,27.23365316718608,28.760394736096167
RSHCQ,0.109,,,
RTN,17.75,,,
S,42.5,,,
SAF,25.08,,,
SCHW,57.0,0.09254860024848116,2.579744962686298,2.3177392366550773
SCI,3.0,0.21901650057494215,12.941440431607614,7.985847006042615
SEE,54.31,0.21335401553433486,13.770145523681977,8.130381691182658
SHW,22.13,0.17878422650990458,3.447610960421605,3.724045558862839
SIAL,26.88,,,
SLB,76.5,0.20104995541804666,6.914825908560099,5.59285905547334
SLM,33.31,0.25496001367092996,1.934994518555273,3.3317097938356826
SMI,50.01,,,
SNA,26.19,0.37814339912194,14.035714285714286,10.927901717843566
SNV,18.88,1.274909867999045,31.17493061530068,29.904307385420722
SO,21.75,0.38945979436206124,13.491765855092524,10.87318987229009
SPGI,56.75,0.21640910978157563,4.215244018498799,4.53044005864743
SPLS,20.0,,,
SRE,16.75,0.43395116348553253,10.512898011748163,10.131480508077992
STI,4.53,,,
STJ,25.81,,,
STT,96.88,0.3794894306104028,8.687029204935058,8.61245056590903
SUB,100.893,,,
SUN,22.91,,,
SVU,18.94,3.0833166622225865,96.60319827893173,81.86458724468112
SWK,26.38,0.22877593015059342,8.26886750022488,6.524082441788966
SWY,45.25,,,
SXCL,4.72,,,
SYY,36.13,0.1281348496911171,2.285539766633832,2.566961068143746
T,42.13,0.4313633777053443,8.224676089517079,8.934542031710162
TAP,48.0,0.268961161418749,11.58740419496495,8.373926082035283
TER,82.0,,,
TGNA,70.375,0.9976302361593271,17.299746676497858,19.705884480361433
TGT,74.75,0.2579005437390355,6.438927943760984,6.112574572169211
THC,23.0,0.22162227663481307,35.03704486479505,13.217876800514112
TIN,18.7,,,
TJX,22.19,0.041399464975717504,0.47141629655930506,0.6626602487804453
TKR,16.25,0.4515436573056872,17.065231562664476,13.167314993304984
TMC,9.41,,,
TMO,20.38,0.1318647933565956,12.843322938786963,6.172973175062504
TROW,39.5,0.20400724300846593,3.501336998314219,4.008953407944084
TRV,34.13,0.7257143079930057,30.05909090909091,22.15450356146058
TRW,27.1,,,
TUP,15.81,,,
TWX,67.25,0.24415075567043884,,
TX,23.37,,,
TXN,160.0,0.19590609438074078,6.8616530462945615,5.4995810848776285
TXT,60.88,0.9064357497377635,14.534975862426085,17.217374632148942
UCL,17.24,,,
UIS,25.69,0.30234560903841057,66.64638585262854,21.292732274616437
UK,8.56,,,
UN,48.13,,,
UNH,59.62,0.057186925277309314,2.781155015197568,1.8916998548583601
UNM,16.94,0.27577490932548676,21.264178476605224,11.486638109277335
UNP,39.13,0.04989748926741907,8.25791396103896,3.0448491584887685
UPC,4.75,,,
USB,21.87,0.1296526239451423,3.262062236561378,3.0848072694995383
UST,71.09,,,
UTX,63.19,0.3253622367341912,7.318003913894325,7.319327000600534
VFC,24.06,0.1865859539030354,4.7703570778393285,4.475135370142653
VMC,45.81,0.5525533398450477,13.164830146723054,12.793400427034767
VO,49.35,,,
VZ,61.13,0.4582084143589734,6.177247706422018,7.980319838509003
WB,20.24,,,
WBA,25.75,0.11585005958473932,3.81120826709062,3.151887665943496
WEN,20.0,0.06426332658391733,-6.969354906141561,
WFC,40.75,0.2566742237516235,6.963222726469028,6.341434792918498
WHR,58.63,0.7892008585244841,25.94169656291236,21.46269337660635
WLL,19.5,,,
WLP,121.82,,,
WM,13.69,-0.015115121258134374,7.174549210241802,
WMB,43.94,0.13959552994769855,12.885766927683095,6.361831333718311
WMT,56.5,0.25130501639026814,5.796275521651335,5.724879482299145
WOR,12.38,0.2546335973648727,7.500775881467524,6.555445429475358
WY,57.0,0.20770661403299742,12.27771302190741,7.574869602614137
X,25.0,0.8023588390600607,23.353916446133315,20.533143426240578
XEL,19.88,0.41195841377363507,16.94751460956694,12.533459331292411
XLNX,82.81,0.11695538640041951,3.732833996580085,3.134156737444625
XOM,78.0,0.375638738332835,9.282327586206897,8.85737212855391
XRX,26.0,1.3978213762124745,32.87703704786075,32.1561046516934
YUM,31.06,0.13507477552033167,-0.8859060402684561,
