Ticker,EPS,BVPS,GrahamNumber,ClosingPrice,KGV,KBV
A,0.7714104399112914,8.694214876033058,12.284265657726106,35.54,46.07145322545406,4.087775665399239
AABA,0.1524829937458204,8.621690388566192,5.438738469163426,20.66,135.49051925383185,2.396281827447507
AAPL,0.0330846066124595,0.7929790438859871,0.7683075514890331,167.44,5060.963908724334,211.1531209948017
ABI,,,,9.77,,
ABKFQ,,,,0.1531,,
ABT,0.5054759859448524,12.312621364267502,11.8335972777743,52.97,104.79231748465106,4.302089574014223
ACAS,,,,23.77,,
ACS,,,,59.64,,
ADBE,0.2894480851132365,7.575412783492784,7.023923141151047,39.39,136.08658003244358,5.199716652514678
ADI,0.440979649216028,7.933778483344755,8.872388865588478,31.77,72.0441409404733,4.004397156625209
ADM,0.6487044226669794,20.9472049689441,17.485486878608203,33.75,52.02677648048962,1.6111934766493698
ADP,0.5881150707436402,10.024039408866996,11.517117457804456,41.9,71.24456094454386,4.179951643340147
ADSK,0.3587125744100842,5.01945181255526,6.364916404848053,33.81,94.25373519621321,6.735795314426636
AEE,0.7446188358008686,32.53937947494033,23.348710551164,42.23,56.713580115898985,1.2978120874284875
AEP,0.6609026931976621,26.47728625165255,19.84251673367969,40.23,60.87129075742478,1.5194155329075345
AES,0.210744489276112,6.382440476190476,5.501267450872009,19.21,91.15303591559898,3.009820470972255
AET,0.8238721314097113,20.195380774032454,19.34849494317293,40.53,49.19452722675535,2.006894569282602
AFL,0.410604199858139,8.325551295050623,8.770199107052727,62.8,152.94534255055592,7.543044030889987
AGN,,,,27.17,,
AIG,7.588997250599352,599.5298104082945,319.95496068028103,26.46,3.4866266419994134,0.04413458603831575
AIV,0.3024563668747221,13.151815181518153,9.460530130295044,34.06,112.61128456954489,2.5897565872020074
AIZ,1.3124300795024555,35.90146202091756,32.56007631629973,65.96,50.257915473108895,1.837251083578969
AKAM,0.2808505314785629,8.736251448396827,7.430045047258045,34.79,123.87371965025278,3.9822571735139616
ALL,1.3343534192535769,35.86062590975255,32.81222101570029,45.59,34.166360532506125,1.2713107717286518
ALTR,,,,18.31,,
AMAT,0.2439920947990177,5.683478722345683,5.585811246564127,19.09,78.24023977385374,3.3588583564048573
AMD,-0.6816257501386594,2.428336079077429,,5.83,-8.553080629383551,2.400820895522389
AMGN,0.7330497696169075,17.192022263450834,16.839200666543114,47.16,64.33396742576682,2.7431327901580964
AMP,0.7224858805864519,32.76881720430107,23.08002760952819,40.67,56.29175751779065,1.241118949958983
AMT,0.0227941377283715,7.619637918402475,1.9768331273602069,42.25,1853.546754146883,5.54488290027016
AMZN,0.0113079936898359,0.26547619047619,0.2598943428605071,73.33,6484.793148223285,276.22062780269107
AN,0.3775851989687507,19.860112359550563,12.989414949431309,10.02,26.537057139332582,0.5045288676416508
ANDV,,,,19.77,,
ANF,1.195280657326538,19.045775178085364,22.632135342660337,62.68,52.43956690489344,3.291018580967052
AON,0.8793768308896444,22.29706390328152,21.00402893141601,45.94,52.241540129643404,2.0603609604957396
APA,2.296048002776608,49.41374533224818,50.52491913695616,139.0,60.53880399360443,2.812982482209994
APC,2.765322783399365,85.9418709788312,73.12511751771028,74.84,27.063748380216374,0.8708211625789976
APD,0.9805976943060696,26.36695075757576,24.119408163802664,98.86,100.81606409441879,3.7493907016000136
APOL,-13.737327674895,3.552293589040435,,7.57,-0.5510533183127162,2.1310175553493176
ARNC,,,,6.92,,
ASH,2.9345628090918043,53.3015873015873,59.32435633547116,48.2,16.424933843865166,0.9042882668254915
ATI,1.479784741761375,24.141669695606875,28.35137871893615,59.28,40.05988055359966,2.455505387466524
AVB,1.080543182267405,39.57517444281142,31.01871065909285,89.16,82.51405539657121,2.2529275298291287
AVP,0.361765483441164,2.467136150234742,4.481272787652966,36.02,99.5672656699382,14.599923882017126
AVY,0.7770453225732228,22.325888324873095,19.756900304464065,43.93,56.53466885885588,1.9676708653540087
AXP,0.7828532087609663,10.631715771230503,13.684631457887471,37.67,48.11885495062463,3.5431722226750346
AYE,,,,50.11,,
AZO,2.0944854007751723,7.208264149153186,18.43084617075351,121.01,57.775528039113574,16.78767557570931
BA,1.0505650540746598,11.842359101557117,16.730998002890477,65.72,62.556811446470896,5.549569932511054
BAC,0.9182262652158067,36.67748114792664,27.52744261586311,23.87,25.995771308491094,0.6508080504145896
BAX,0.5778632642453955,11.531948881789138,12.244897571588275,63.94,110.64901328084291,5.5445962044604515
BBBY,0.517702806792011,10.3406914126733,10.975044956240398,28.1,54.278245416755645,2.717419839601956
BBY,0.7160968707201304,11.263976665046185,13.47171907880888,39.6,55.29978082459284,3.51563228312473
BC,0.4377974062730422,21.802944507361268,14.65498660780184,10.6,24.212112379188174,0.4861728651568668
BCR,,,,87.95,,
BDX,0.8835942252133153,20.772303938626045,20.321699623857253,81.3,92.01056059456786,3.913865319909115
BEAM,,,,18.75,,
BEN,0.5100253498780898,10.16593289036828,10.800920251675938,91.65,179.6969504004201,9.015404782657365
BHGE,,,,37.25,,
BIG,0.2627936228996302,7.912504016411676,6.839992757694684,31.24,118.87655284516403,3.948181250234278
BIIB,0.3293924423626872,19.02123944399289,11.873191720742229,55.89,169.67602413433843,2.9382943295869532
BJS,,,,31.94,,
BK,0.6752194927972842,25.167532482405456,19.55393033763039,37.83,56.026226143559214,1.5031270954531135
BMS,0.4276844180928968,16.806669811226076,12.717267511600433,22.42,52.42183032988165,1.3339941970552953
BMY,0.2994827873500271,5.451694486595852,6.060981344971808,20.53,68.5515190427459,3.7658016329560215
BRCM,0.1315106838789865,7.100704363063309,4.5837665683585564,57.49,437.1507949339017,8.096379888599994
BRL,,,,45.08,,
BSX,-0.177204998139679,10.440037393162394,,12.29,-69.35470290918434,1.1771988487368084
BTUUQ,,,,7.75,,
BUD,,,,38.5,,
BXP,1.8144019174431567,30.8802034187035,35.505700339712114,90.22,49.724374259446016,2.9216128785393822
C,5.808966803384587,257.9812384158566,183.6262511780641,16.76,2.88519465978611,0.0649659645907408
CA,,,,25.195,,
CAG,0.3564585463612034,10.90823625587574,9.35347613887564,19.28,54.08763570635045,1.767471802750403
CAH,0.8975987420087902,21.719932716568547,20.94409573997929,51.58,57.46442991282053,2.3747771539206193
CAM,,,,55.35,,
CAT,1.354209792307401,15.415920559986978,21.6729967481372,73.82,54.51149476198966,4.788556071805702
CB,1.549573642304796,48.99517386284195,41.33081992176077,55.09,35.5517146755675,1.124396459010841
CBRE,0.3271806603627028,5.242782239156446,6.212493983157147,19.2,58.68317515685507,3.6621776614336827
CCL,2.2923363358418323,25.356234096692116,36.16369556750355,32.96,14.378343825316474,1.2998775715002506
CCU,99.5966699573527,2721.138487671753,2469.3860506126016,35.2,0.3534254711033275,0.01293576205675502
CEG,,,,53.01,,
CELG,-0.542844719807758,8.016827659778547,,63.87,-117.65795570898949,7.966991771626073
CHK,116.16769460443297,3944.721689059501,3211.013477185717,44.99,0.3872849517518374,0.011405113857532114
CHRW,0.4191940346461089,6.448421325509188,7.798759159770844,54.84,130.8224723338368,8.504407083801967
CI,0.8948188606981549,16.974327846609775,18.486517948452523,35.39,39.54990395753174,2.0849131888935637
CIEN,-0.2317962754065837,11.19236380777087,,23.17,-99.9584655075174,2.0701614420282737
CINF,0.996205885210703,28.51958747625481,25.28351379795926,25.4,25.496737549013535,0.8906159677501593
CL,0.3823287510008928,2.629264444882666,4.755836025707628,69.1,180.73451138347332,26.281114527863195
CLX,0.8140288238194702,-2.6812565672669297,,52.2,64.12549343778097,-19.468483783783785
CMA,1.1645668812989085,33.65562913907285,29.69629941515376,25.63,22.00818210750883,0.7615367965367964
CMCSA,0.087079919314527,6.820595197835644,3.6556230370284384,18.97,217.84586101281968,2.781282197486179
CME,0.8846361493437431,48.91144587155964,31.201742668153287,383.19,433.1611366823128,7.834362554037931
CMI,0.9646195561859272,19.631147540983605,20.64154181835968,65.52,67.92315123597933,3.337553235908142
CMS,-0.131794626789176,11.583850931677018,,14.9,-113.05468487599757,1.2862734584450404
CNP,0.3011338148584894,5.930213608406719,6.338787467139751,16.05,53.29856431946148,2.7064792366412216
CNX,0.5699499693530178,6.76421675499454,9.313617206791458,112.37,197.15765600892567,16.61241856524314
COF,1.482990607445069,66.93057301234329,47.25771630522347,38.01,25.630641090495185,0.5679019062482884
COL,0.814852600465568,9.831565814098566,13.42586056202724,47.96,58.85727059421292,4.878164974619289
COP,2.3913630327615136,60.19511718431896,56.91079427239505,94.39,39.47121315620561,1.568067385116561
COST,0.6246599815759738,21.019219328626303,17.187843554897277,70.14,112.28508639698936,3.3369460065757806
COV,,,,47.89,,
CPB,0.5797764655934265,5.083109919571045,8.143034988646138,33.46,57.71189757720198,6.582584388185654
CPWR,-0.5879150644432427,-4.45414565720135,,9.54,-16.226833733261124,-2.141824882752985
CSCO,0.2749654949932813,5.576910131268933,5.873908556701549,23.26,84.59243222706307,4.170768302251192
CSX,0.0778371659680344,2.48177917827479,2.084809295930016,62.81,806.9409930186096,25.30845634850656
CTAS,0.5154692908731856,14.695040223216033,13.055035203794642,26.51,51.42886389040375,1.8040100331347202
CTL,0.7442241917121037,32.56374705723438,23.351260939994702,35.59,47.821611278349394,1.0929331915472336
CTSH,0.1245756797921514,3.027821020403232,2.9132180476027214,32.51,260.9658647196739,10.737094359583534
CTX,,,,25.218,,
CTXS,0.2538394079126144,10.126479479288651,7.605014134989632,29.41,115.8606547416962,2.9042669824346445
CVG,0.2879327704422168,11.53089430894309,8.643075421465062,14.86,51.60926968186883,1.2887118381160543
CVH,,,,30.42,,
CVS,0.4461338985560381,23.05503561949993,15.212716415920138,39.57,88.695344891013,1.7163278622971083
CVX,2.1079099451349714,40.115605188872685,43.61882472610292,99.13,47.02762574311618,2.4711081768123693
D,0.6622369483734418,15.378617224051292,15.137585413956447,47.49,71.71149256567897,3.088053971830986
DD,2.7645160603533805,64.95919603894548,63.56545182832763,42.89,15.51446946360568,0.6602606346033876
DDR,,,,34.71,,
DDS,0.4047328650134192,37.37081321945785,18.44768052627029,11.57,28.58675684668303,0.30959989904570373
DE,0.9862269451460968,16.94627622780724,19.391742322556414,72.13,73.13732438056118,4.256392320670512
DELL,,,,42.1733,,
DFS,0.3903849680799852,12.241610397469024,10.36948240733018,13.17,33.73593011220049,1.0758388457390313
DGX,0.6423824561061331,18.854215610172368,16.50791900759709,48.47,75.45349275851314,2.570777856907985
DHI,-0.0879999034424495,11.575316455696203,,10.85,-123.2955898309107,0.9373393843293782
DHR,0.4702411219834391,15.778884075267907,12.920808929862462,77.3,164.3837520503414,4.898952272623724
DIS,0.5005820338797629,17.252105263157894,13.939588002524864,31.2,62.3274466288458,1.8084749382226426
DOV,0.7364035869392307,20.92402191502639,18.619661860704166,48.37,65.68409070499486,2.3116970626600013
DOW,,,,49.8,,
DRI,0.5244524984272966,9.84008379888268,10.7756564530336,31.94,60.90160709650572,3.2459073167269894
DTE,0.924685685166825,36.20245398773006,27.44462692100594,42.44,45.89667676356781,1.172296220979495
DTV,,,,52.0,,
DUK,1.0284420439998754,50.55622144229739,34.20333658626158,17.38,16.89934800059779,0.3437756917778508
DVN,1.8803221807182464,53.0158371040724,47.359837677223794,120.16,63.90394222446561,2.266492553236888
DXC,0.7486057270833965,37.064033283284935,24.98585241001848,62.25,83.15458691790799,1.6795257959169108
DYN,-0.0492218084788588,4.907547169927064,,23.9,-485.5571288134458,4.870049980661766
EA,-0.0546775991899902,13.60377358490566,,44.43,-812.5813981996082,3.266005547850208
EBAY,0.1818444982496065,8.667671742605032,5.955148144932404,27.33,150.29324649946696,3.153095872985389
ECL,0.3949219353400157,8.898016997167138,8.891878153529547,42.99,108.85695666154105,4.831413562559695
ED,0.90551921802344,36.27796112944628,27.187015234335146,39.09,43.168603406701116,1.0775136965531182
EDS,,,,7.43,,
EFX,0.5184282108757435,11.488372093023257,11.57616794437475,33.62,64.84986598859685,2.9264372469635624
EIX,0.8902784332232182,28.754601226993863,23.99981312192549,51.38,57.7122820037106,1.7868444634094305
EL,0.2326868020524501,4.263022176379577,4.724283272546206,46.45,199.62455794776739,10.896025889184612
EMC,,,,25.15,,
EMN,0.6402401506636219,13.20921737350062,13.794350464250494,68.86,107.55339215859112,5.213026483926441
