Ticker,EPS,BVPS,GrahamNumber,ClosingPrice,KGV,KBV
A,0.2838505031365693,7.442528735632184,6.894398040430748,34.39,121.15532514470797,4.620741312741313
AABA,0.1181391021778629,8.882550196380196,4.859112199582195,16.53,139.91980381832815,1.8609520503172932
AAPL,0.0600663581625132,1.548442301989221,1.4466198612173822,235.0,3912.339738730175,151.76542238487352
ABT,0.758522010637384,13.5142337398556,15.18696758220758,52.68,69.45085213246895,3.89811224328897
ACS,,,,59.64,,
ADBE,0.3008204070523639,9.865864895750068,8.171701390281045,35.37,117.57845934249777,3.5850886236275525
ADI,0.4199751663676064,9.355137087139427,9.402170931634396,28.82,68.62310514515924,3.0806603614199366
ADM,0.7543066521305941,22.930015552099533,19.72728880128108,28.9,38.313330418563645,1.2603567552902875
ADP,0.6226532007493085,11.819864649681527,12.868283588821226,44.47,71.42017409769075,3.762310425542664
ADSK,0.2339625421912162,6.434497816593886,5.819983505570962,29.38,125.57565721776052,4.566012894468951
AEE,0.700981532521686,33.253367003367,22.90141728538522,26.08,37.20497443945596,0.7842814833565371
AEP,0.7594447580563608,27.84945122587384,21.814621113723568,34.18,45.00656517463696,1.2273132322350644
AES,0.2279564425921215,8.988489208633094,6.789855708794383,11.0,48.254832699254344,1.223787417960621
AET,0.8199512035281583,23.003940658321746,20.600908927649964,35.11,42.81962127615107,1.5262602404296697
AFL,0.4067006926332113,9.60301415181033,9.374162970923074,54.29,133.48883093484721,5.653433301435406
AGN,,,,41.77,,
AIG,-58.7127082009322,552.8654709009405,,34.14,-0.5814754768790916,0.06175100778922948
AIV,2.5799320575763725,10.64,24.852278257411,18.41,7.1358468320652735,1.7302631578947367
AIZ,1.0945484026307388,42.57586470394443,32.381016905006376,34.38,31.410214402001714,0.8074997475462871
AKAM,0.1973913447821305,10.405836379716288,6.798197983505469,31.42,159.17617884755603,3.019459354679634
AKS,0.3111767423334464,7.75,7.366236789867315,22.86,73.46307384214468,2.9496774193548387
ALL,0.496553706517013,32.48843663274746,19.051921337519,32.31,65.06849022763863,0.9945076879271071
ALTR,,,,18.31,,
