Ticker,EPS,BVPS,GrahamNumber,ClosingPrice,KGV,KBV
A,0.5119994475667518,15.21474358974359,13.23909577873112,76.63,149.66813023760028,5.036562039182641
AAL,0.9086366473129452,0.362060577260332,2.720677113061268,26.97,29.681831653782297,74.49029718750018
AAP,1.537613098894064,51.17653126655329,42.07752795384746,165.4,107.56932294539166,3.231950190967673
AAPL,0.6907511143473686,5.037396355046704,8.848203816442204,223.97,324.2412431163575,44.46146068605782
ABBV,0.9401581238444264,-5.554355165428764,,75.72,80.53964336378998,-13.632545587162655
ABMD,0.8825242220510898,21.877292084997464,20.84257431323394,177.89,201.56953832560285,8.131262283689559
ABT,0.2643474922802141,17.991403409224773,10.344544620773837,83.67,316.51520231297667,4.650554384050979
ACN,1.6325849280309146,22.617930840865984,28.824088751701694,192.35,117.81929178532613,8.504314623354619
ADBE,1.1057248968224314,21.082258237144128,22.90199774727362,276.25,249.83610371247983,13.103434978008396
ADI,0.8373691297743275,31.905775668208253,24.51796302991758,111.73,133.4298053596882,3.5018738037242167
ADM,0.6856933743111578,33.58185053380783,22.76190192367813,41.07,59.895576563297844,1.2229820378318232
ADP,1.0894200282398288,12.388953085278484,17.426342314168657,161.42,148.17058234261177,13.029349525248568
ADSK,-0.364106888512328,-0.8847905282331511,,147.7,-405.65011171163036,-166.9321667524447
AEE,0.7800756447223752,32.78568523790159,23.98842590430792,80.05,102.61825316760064,2.4416143636814684
AEP,0.8134736852281053,39.92475005529838,27.03236957952684,93.69,115.17274830313471,2.3466646596467915
AES,-0.0425747091647883,4.728915662650604,,16.34,-383.79592768925136,3.455337579617833
AFL,1.10979258198137,39.78398423668754,31.518555458961643,52.32,47.14394459781881,1.315102069434065
AGN,-0.2856602584193334,178.2780487804878,,168.29,-589.1264011704408,0.9439748816592333
AIG,-0.5211791448633109,74.8030669838985,,55.7,-106.87304077489208,0.7446218750895539
AIV,0.5364664016930342,11.47406415673188,11.768501306306248,52.14,97.19154794307973,4.544161448618818
AIZ,1.6070243171111946,91.55645191614876,57.536966412017584,125.82,78.29377481118361,1.3742341185876363
AJG,0.795525462560732,25.99731615673645,21.57160996821564,89.57,112.59224778510725,3.4453556459438808
AKAM,0.4791748327276467,21.555603567703557,15.244681417225513,91.38,190.70283695792207,4.239268908104865
ALB,1.3493982241909526,36.19429428579515,33.1498358938574,69.52,51.519261515022016,1.9207447298477618
ALGN,1.0122389558883464,16.456776584480412,19.359991808137483,180.92,178.73250080681157,10.993647454059555
ALK,1.479047721429268,34.490590525632705,33.879162620598464,64.91,43.88634596406034,1.8819625587958608
ALL,2.17061996083323,79.76808056148917,62.41625772058699,108.68,50.06864488534478,1.3624497322111706
ALLE,0.8979185044545666,7.341907824222937,12.17907160258181,103.65,115.43363844913895,14.11758394160584
ALXN,0.7641617993153406,46.42722794446932,28.25337264776642,97.94,128.16657426182576,2.10953796589243
AMAT,0.7434991034216577,8.736275565123789,12.08911881085907,49.9,67.11507757084733,5.711816165598817
AMCR,0.0439892062753117,3.341053279950723,1.8184695056399989,9.75,221.64528132147828,2.9182413996534056
AMD,0.0366118518645841,1.983587201501575,1.2782851863304474,28.99,791.8200944116411,14.61493599981618
AME,0.7832742744938174,21.33811463728014,19.392161196874984,91.82,117.22585943389713,4.303098074071638
AMG,2.3128478509046984,60.91269841269841,56.30133729649634,83.35,36.03782236146517,1.3683517915309447
AMGN,2.361543944840316,18.242070116861434,31.13338449447953,193.51,81.94215501379749,10.607896952502974
AMP,2.949614827258752,45.19216277317257,54.76530061372728,147.1,49.870918277390324,3.2549891612472903
AMT,0.7586514631140815,11.8356772460503,14.213759595631176,221.13,291.47772165668096,18.683341510836954
AMZN,0.1725406153934427,5.600488285114357,4.662833166905229,1735.91,10060.877527541103,309.9569022604525
ANET,0.4570485052714406,8.688155863187921,9.452271930271325,238.92,522.7453918881229,27.499506657369487
ANSS,1.0044848225378809,34.75637565539954,28.02723079838897,221.36,220.37167215799533,6.3689034263735405
AON,1.3181462764844825,14.740396791895314,20.90872977408393,193.57,146.85016636867823,13.131939576174112
AOS,0.536167526733257,10.080435447543884,11.027603919339722,47.71,88.9833822847979,4.732930462009419
APA,-0.0021914582768269,16.713527851458885,,25.6,-11681.719095773644,1.5316933820028569
APC,,,,72.77,,
APD,2.337751015675928,50.08427729950159,51.32643400667783,221.86,94.9031776747415,4.429733480495042
APH,0.4011254449141689,7.004888739042482,7.951187334009306,96.5,240.57312051258342,13.776093182201045
